black      0.10144358   0.02397405   -0.00081147
coef_b     1.45468334   -0.07037152   2.01073932
coef_g     0.91954998   0.03259885   2.34865979
coef_r     0.82132395   -0.01273971   2.19567579
max_rgb_1  68.31972741   36.09451455   9.65984199
max_rgb_2  33.90085630   75.46814852   5.94912178
max_rgb_3  0.41260959   3.74811473   58.98493008
