I,J,ix,iy,a,b,C,h,X,Y,Z,rgb_r,rgb_g,rgb_b,is_out_of_gamut
50.000000000000,49.925505156500,0,0,-4.800000000000,4.800000000000,6.788225099391,135.000000000000,17.929744720459,20.105045318604,18.904977798462,0.458615392447,0.496964246035,0.447749376297,false
50.000000000000,49.925505156500,1,0,-2.400000000000,4.800000000000,5.366563145999,116.565051177078,18.349945068359,20.011083602905,18.904960632324,0.476322472095,0.490558922291,0.448276758194,false
50.000000000000,49.925505156500,2,0,0.000000000000,4.800000000000,4.800000000000,90.000000000000,18.752389907837,19.920999526978,18.875719070435,0.492701530457,0.484308332205,0.448398888111,false
50.000000000000,49.925505156500,3,0,2.400000000000,4.800000000000,5.366563145999,63.434948822922,19.151397705078,19.831319808960,18.806579589844,0.508508026600,0.477982461452,0.447994917631,false
50.000000000000,49.925505156500,4,0,4.800000000000,4.800000000000,6.788225099391,45.000000000000,19.562427520752,19.738893508911,18.704877853394,0.524321913719,0.471338421106,0.447178184986,false
50.000000000000,49.925505156500,0,1,-4.800000000000,2.400000000000,5.366563145999,153.434948822922,18.048168182373,20.117019653320,20.362403869629,0.454239308834,0.496618390083,0.466431111097,false
50.000000000000,49.925505156500,1,1,-2.400000000000,2.400000000000,3.394112549695,135.000000000000,18.462255477905,20.023717880249,20.345643997192,0.472006261349,0.490278989077,0.466718196869,false
50.000000000000,49.925505156500,2,1,0.000000000000,2.400000000000,2.400000000000,90.000000000000,18.854228973389,19.935588836670,20.313213348389,0.488173216581,0.484177827835,0.466783046722,false
50.000000000000,49.925505156500,3,1,2.400000000000,2.400000000000,3.394112549695,45.000000000000,19.242927551270,19.847890853882,20.245611190796,0.503760099411,0.478007286787,0.466406524181,false
50.000000000000,49.925505156500,4,1,4.800000000000,2.400000000000,5.366563145999,26.565051177078,19.649553298950,19.756378173828,20.157419204712,0.519525527954,0.471439808607,0.465793579817,false
50.000000000000,49.925505156500,0,2,-4.800000000000,0.000000000000,4.800000000000,180.000000000000,18.165800094604,20.130601882935,21.827571868896,0.449700206518,0.496316969395,0.484307736158,false
50.000000000000,49.925505156500,1,2,-2.400000000000,0.000000000000,2.400000000000,180.000000000000,18.575942993164,20.036870956421,21.772918701172,0.467761605978,0.489988654852,0.484129607677,false
50.000000000000,49.925505156500,2,2,0.000000000000,0.000000000000,0.000000000000,0.000000000000,18.961334228516,19.949424743652,21.721555709839,0.483960360289,0.483960270882,0.483960598707,false
50.000000000000,49.925505156500,3,2,2.400000000000,0.000000000000,2.400000000000,0.000000000000,19.346050262451,19.862737655640,21.670251846313,0.499468058348,0.477859795094,0.483790069818,false
50.000000000000,49.925505156500,4,2,4.800000000000,0.000000000000,4.800000000000,0.000000000000,19.754037857056,19.771482467651,21.615829467773,0.515265643597,0.471296340227,0.483607381582,false
50.000000000000,49.925505156500,0,3,-4.800000000000,-2.400000000000,5.366563145999,206.565051177078,18.283657073975,20.146966934204,23.352651596069,0.444685220718,0.496097087860,0.502066373825,false
50.000000000000,49.925505156500,1,3,-2.400000000000,-2.400000000000,3.394112549695,225.000000000000,18.691085815430,20.052362442017,23.256978988647,0.463144868612,0.489757269621,0.501429855824,false
50.000000000000,49.925505156500,2,3,0.000000000000,-2.400000000000,2.400000000000,270.000000000000,19.079450607300,19.963350296021,23.183948516846,0.479798704386,0.483649551868,0.501026630402,false
50.000000000000,49.925505156500,3,3,2.400000000000,-2.400000000000,3.394112549695,315.000000000000,19.470287322998,19.875480651855,23.149013519287,0.495617300272,0.477458536625,0.501056134701,false
50.000000000000,49.925505156500,4,3,4.800000000000,-2.400000000000,5.366563145999,333.434948822922,19.881959915161,19.784109115601,23.130977630615,0.511501371861,0.470861554146,0.501298308372,false
50.000000000000,49.925505156500,0,4,-4.800000000000,-4.800000000000,6.788225099391,225.000000000000,18.409749984741,20.166093826294,24.997865676880,0.439123094082,0.495900988579,0.520371496677,false
50.000000000000,49.925505156500,1,4,-2.400000000000,-4.800000000000,5.366563145999,243.434948822922,18.819602966309,20.069871902466,24.878231048584,0.458130449057,0.489487171173,0.519507288933,false
50.000000000000,49.925505156500,2,4,0.000000000000,-4.800000000000,4.800000000000,270.000000000000,19.217103958130,19.978254318237,24.797292709351,0.475436449051,0.483216494322,0.519046247005,false
50.000000000000,49.925505156500,3,4,2.400000000000,-4.800000000000,5.366563145999,296.565051177078,19.617975234985,19.887886047363,24.763158798218,0.491827934980,0.476853549480,0.519094228745,false
50.000000000000,49.925505156500,4,4,4.800000000000,-4.800000000000,6.788225099391,315.000000000000,20.036037445068,19.795337677002,24.763139724731,0.508004426956,0.470156550407,0.519528090954,false
